accuracy,response_time,attempts,completion,hint_usage,recent_performance,difficulty,game_type,memory_score,attention_score,engagement_score,fatigue_proxy,recommendation
0.2972077231773026,8.456125369544083,4,0.6231569390214828,4,0.48741316130629586,4,2,0.3730579059195323,0.39839497776287325,0.49344173738262004,0.500294980531128,4
0.3254714420272457,9.444025883950378,4,0.6121161644639362,3,0.28435802937671417,1,3,0.4386110173367074,0.44867141234520874,0.44808714350497,0.7027555221800971,4
0.35866737984924585,9.600793792231377,5,0.6592912964987739,4,0.6944703918536838,1,3,0.6184596451310019,0.6557799829657533,0.5686694331985045,0.5906910448319587,4
0.551254014441394,7.352181143624947,5,0.8167960329157996,2,0.5448341613936213,3,3,0.5733250837564746,0.7555452126303495,0.7559796095563854,0.27795037031534775,1
0.7469267644265312,6.17462295534077,3,0.9400798094206947,2,0.99,4,2,0.8999799163935488,0.6707151675247216,0.9278815596879191,0.24307700405215227,0
0.6018971327970912,9.101403534282351,4,0.6119043054581199,2,0.41799331025608716,1,0,0.615740120536434,0.39702364832284665,0.29429057619148163,0.561991230214736,3
0.5688700932342383,8.032604369083646,4,0.638481606396497,2,0.42563655171289005,3,2,0.4611126021621141,0.6160408566868638,0.5601517566261742,0.38971967483502257,3
0.6092233621453378,7.039863033579262,2,0.8455926217306331,1,0.5269782731082062,5,1,0.5598808197776551,0.5280197529058631,0.5454430511876801,0.40874751410072097,1
0.99,3.0253378938168005,1,0.9885132483008187,0,0.99,4,2,0.99,0.99,0.7398303373434242,0.02922131097616519,0
0.5724648127297256,8.287044011479235,4,0.7331891989629364,3,0.4683437748441983,1,1,0.6828034153604803,0.571057949643984,0.4136753135694117,0.5770118461928732,3
0.8575712211125887,6.5024442709966985,4,0.8294751366160293,0,0.7162749338004889,4,3,0.6817412270617619,0.7859739155419614,0.6994182777155713,0.2961200966829513,0
0.21663797844374472,12.13972221305204,5,0.5224073016869577,5,0.25506960014569185,4,2,0.4211722367628703,0.3081537578866758,0.3594117540771904,0.6822954484295027,4
0.504454891662004,6.751755358713734,4,0.7097134133854525,1,0.716066672020107,2,2,0.7279587727868368,0.6624014850054356,0.7393074020410314,0.22310123183366817,1
0.8539120877553003,5.466699143602034,2,1.0,0,0.8487932147936212,3,0,0.907191077835616,0.7353823271360953,0.6334321899900534,0.24262308130317692,0
0.19873169767886945,10.321642711343628,4,0.4686994755273846,5,0.1166744379793406,1,1,0.35637429317952724,0.5278454970529992,0.37632438511605315,0.6444161614874434,4
0.7288470434870891,6.663551711981716,2,0.811287865887461,2,0.7444419265264921,5,0,0.6692998089979765,0.7513119164203784,0.6062843609176786,0.39379157906029216,1
0.44482577057946127,7.03697486027163,4,0.6117488466147484,4,0.1703131064608193,4,0,0.4720573302676039,0.436106128582195,0.54313611693851,0.5310275413780896,2
0.99,3.520861227810945,2,1.0,1,0.9333980445977406,4,2,0.7974520905915754,0.8830614301085365,0.9876119709192245,0.10683142660617187,0
0.6913371844840769,6.443832918338619,5,0.860802966781222,5,0.6512816952517132,3,1,0.5067210911467414,0.7281704080880718,0.6828273395185895,0.44821878869046444,1
0.6966813860088986,5.552204821133364,3,0.8390307630802912,2,0.5301606162060137,3,2,0.5668268508920569,0.7678866542517506,0.6776951753572172,0.23657559979816065,3
0.7474219538935575,6.580994687042273,3,0.8484096680502384,1,0.8317318273806469,4,0,0.5593211809057439,0.6638436648371602,0.6057139188244488,0.4177279137557698,1
0.7338003228050505,5.044642681786977,3,0.9566428253777536,2,0.953846185781944,1,3,0.8141642603056563,0.8910384424597441,0.7804043107218116,0.16694746158575638,0
0.4323539874596669,8.380772241948934,3,0.6321501200547688,4,0.18124227185492292,2,0,0.2370694706519399,0.5515882648544819,0.4795779847062615,0.6236115038975248,4
0.2200845156772324,10.665640063498563,5,0.4043916473872132,5,0.1976073475441289,1,0,0.40301338467151143,0.4582398555982946,0.20855438506267632,0.7315093098462461,4
0.7345474778409906,5.930088847671088,1,0.7125985970908087,2,0.767703620343594,3,3,0.6100135549676517,0.6939840969580797,0.5376143754425582,0.4117151581859434,1
0.7400257376096041,7.324291128030356,2,0.8242472354647233,1,0.7336252278832076,3,3,0.6336833717085444,0.6054429572518243,0.7708669528570192,0.2729395424202338,1
0.2606329571863456,8.116376099799545,5,0.5584585320338887,4,0.08576740227727836,1,0,0.20568562311833927,0.4490777127097163,0.41503007788333984,0.5849496865551074,4
0.8603381368624486,4.898167369199992,3,0.8966106289697516,1,0.99,1,2,0.9003801649560623,0.8853649537061589,0.99,0.07414664205029003,0
0.63890843650015,6.239337177300318,2,0.8320590463809927,0,0.7546219438435335,5,2,0.6958192038673321,0.8802144854479805,0.99,0.1768369345169849,0
0.5377685025629431,7.810510043269866,3,0.8685619093552757,2,0.6059856364818097,2,2,0.4700141380802382,0.6782404040087282,0.7031393355653626,0.2688515664724367,1
0.7593998810622459,6.7175517904045225,2,0.9477754957865653,2,0.8334088380965428,1,0,0.6504002714940841,0.6982136664300246,0.6937084681236583,0.33568209650690567,0
0.3777978296960385,9.375996643356954,5,0.6022074770120696,4,0.4857815457568015,2,0,0.3980394181208608,0.5197562888319299,0.4377346652557746,0.7184371784866684,2
0.608859442896903,6.075733104546074,3,0.905689522777807,3,0.6304386480101605,1,1,0.6808491446397306,0.4959410771058449,0.8195667239255994,0.3227629753852207,1
0.6794122922281657,6.250570148985478,1,1.0,1,0.624115557011166,4,3,0.6758412800516492,0.672254591390591,0.8213443408055296,0.171137916291296,1
0.5233992788524109,9.402613380089674,5,0.7481722879155043,2,0.5336010052514628,3,3,0.7340198609630317,0.7441173844665075,0.4545220844131752,0.5054038378074363,3
0.6012232812923846,6.453796701540731,3,0.8001175058883334,3,0.7053793770427442,5,0,0.5781883664752053,0.6074020495269203,0.6960394719781764,0.2998885231926802,1
0.9874165564023386,3.81880714535357,1,0.9684387341156513,0,0.99,4,1,0.9676894275242164,0.8867205357887754,0.9764028068256104,0.16412150281775773,0
0.488160746193655,10.21822622335006,4,0.8702325353482576,3,0.5591220486893378,5,2,0.5096301464054707,0.39192532697874927,0.6744384423452366,0.5768304021763074,2
0.7052146898514109,4.878921752805648,2,0.886025406216669,2,0.8312811273912075,1,2,0.6789295285727763,0.7595296176753347,0.8330237718650262,0.2868932647472945,0
0.6876025249778894,6.3910709889245565,3,0.9469889654312811,3,0.8383401250136229,5,0,0.8272670218928423,0.7693062343623985,0.8781253830582464,0.3035994809516719,0
0.34264395616755594,8.55719681051628,4,0.4794090271174398,4,0.5669168186788226,4,3,0.5034844706401201,0.33826275691267954,0.4261044719929991,0.5868190533333648,2
0.5693286430327685,7.94043575854501,5,0.7651689287769333,4,0.5061783981315117,1,2,0.6052765089625615,0.7376406385457563,0.591363691355264,0.481218301423557,4
0.6965420869163914,6.2345473109489475,3,0.9350575147981794,3,0.6991786898163631,5,1,0.6947611359672949,0.6918448620697024,0.8421965774886369,0.11950927722355953,1
0.5915779882638434,7.066281366806457,4,0.9636966821221842,2,0.4725646928662579,5,0,0.4926291807922063,0.9279105737540291,0.6727137767040671,0.22149958402096503,3
0.560978699749687,7.564505487991376,4,0.8167309818470182,3,0.5293546838264704,5,1,0.46839106942197944,0.5844174782200902,0.6082148091811196,0.4083261298783269,2
0.5634949145683588,8.853802886243987,4,0.7435694299466502,3,0.6890221643447862,3,3,0.6223341599387923,0.5997883987938246,0.5197091580098487,0.4600889583690477,3
0.22557783902999948,9.293305374688757,6,0.4509847029250066,5,0.1697838655321967,1,3,0.324631970450717,0.5194973107103987,0.31863315033833034,0.6645395341830935,4
0.7949888094984449,5.435132275723413,2,0.8070735736516592,3,0.6656806484798885,1,3,0.8284673644902025,0.8133148057301601,0.7259080218390257,0.38286499960692083,0
0.5877432310600835,5.741257777137037,3,0.8396207880731426,1,0.6054614441812758,2,1,0.5040916910506815,0.7192200220629059,0.7653499709290114,0.30822705670518535,1
0.879528987581014,4.478758643331918,3,1.0,1,0.99,5,2,0.9286515079232674,0.99,0.850330480931602,0.0986735632213009,0
0.6741110767312948,6.536656872907328,3,0.9013549630707692,2,0.6712853158934847,5,1,0.7183786786140601,0.6905806849697268,0.6143684562031206,0.33886032941079774,1
0.99,2.9990332726034623,1,0.9303254968397131,1,0.99,2,3,0.9463885913298895,0.99,0.99,0.06865418525188924,0
0.6910050931857951,5.905763052225855,5,0.8025570769839977,1,0.7615354849765897,1,1,0.6438864018694109,0.7414254479456983,0.6663431699526026,0.4308200873089556,0
0.5168368144954251,7.556572219978986,3,0.9043780822930094,2,0.788273491269357,5,1,0.4900650036692134,0.45186409213456047,0.8928559288139982,0.31923677582033694,1
0.8329933360668269,6.690752929328682,3,0.8773433129026897,1,0.5685993284280969,2,0,0.5060454749264233,0.66792327488617,0.7431513630757955,0.20763116366405243,0
0.6792340699440214,5.206174078747793,4,0.8687249101962695,2,0.878735558524263,5,1,0.7267304624134262,0.6671582897287159,0.5690720396297346,0.3593886357850838,3
0.41378995421533965,7.675417232138031,4,0.8503436581343878,3,0.5099756937422402,2,2,0.4632018089829299,0.5087234754627734,0.5690008252232729,0.6118753132841729,2
0.5516318926717765,6.133338832123904,3,0.7603462134990415,2,0.6336523257928522,5,1,0.49424401077000896,0.7875399223748631,0.8782280991995585,0.315106817566035,1
0.9888731953961913,2.338491870612525,1,1.0,0,0.8976434716012742,1,3,0.9034169794525546,0.897480673369844,0.975593616115426,0.04685066370248406,0
0.9884228818070351,2.6640767815664588,1,0.9374485850883251,0,0.9706457281696231,4,3,0.8194802847757114,0.7259397235305383,0.99,0.17130837995286127,0
0.709210947771998,5.781968337469575,3,0.8092239398041817,1,0.6305987156477115,5,2,0.5212804814511163,0.5871491059829366,0.7449581457477066,0.315898448015227,1
0.44862389508621087,8.48641090056165,5,0.7819364644219315,4,0.11427175583092156,4,2,0.22540501157200737,0.38445370447254634,0.3622512140898697,0.6179805813726157,2
0.6182213021044959,6.562372389284316,4,0.7738402812532922,2,0.7462047284865356,4,1,0.7248910113510698,0.7876133311622389,0.7231809458136296,0.1600766424822843,1
